Target language lemma,ID,User language gloss,English gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Target language example sentence,User language translation,English translation,Reference,Topic(s),Lesson,
устав,2725,regulation,,N.Masc.Inan,A2,LM,2,уставе,Loc.Sing,Этого в уставе школы не написано!,There is nothing about this in the school rules.,,_,"учёба/работа, политика",,
устав,2726,regulation,,N.Masc.Inan,A2,LM,3,уставом,Ins.Sing,Они решили действовать в соответствии с уставом фирмы.,They decided to act according to the firm's charter.,,_,"учёба/работа, политика",,
ухо,2727,ear,,N.Neut.Inan,A2,"Golosa, LM",1,уши,Acc.Plur,"На улице так холодно, что я не чувствую свои уши!",It's so cold outside that I can't feel my ears!,,_,здоровье,,
ухо,2728,ear,,N.Neut.Inan,A2,"Golosa, LM",2,ухо,Acc.Sing,Мне в ухо дул сильный ветер.,A strong wind was blowing in my ear.,,_,здоровье,,
ухо,2729,ear,,N.Neut.Inan,A2,"Golosa, LM",3,ушей,Gen.Plur,Мне нужны капли для ушей.,I need ear drops.,,_,здоровье,,
уходить,2730,leave,,V,A2,"Golosa, MiP, LM",1,уходит,Imperf.Sing.3,"Он не любит прощаться, поэтому всегда уходит незаметно.","He doesn't like to say goodbye, that's why he always leaves quietly.",,_,люди,,
уходить,2731,leave,,V,A2,"Golosa, MiP, LM",2,уходят,Imperf.Plur.3,Куда они уходят? Мы же хотели поговорить!,Where are they going? We wanted to talk!,,_,люди,,
уходить,2732,leave,,V,A2,"Golosa, MiP, LM",3,уходить,Imperf.Inf,Здесь так хорошо! Я не хочу уходить.,It's so nice here! I don't want to go away.,,_,люди,,
участвовать,2733,participate,,V,A2,LM,1,участвовать,Imperf.Inf,Андрей не хочет участвовать в этом спектакле.,Andrey doesn't want to take part in this play.,,_,"люди, политика, учёба/работа",,
участвовать,2734,participate,,V,A2,LM,2,участвовал,Imperf.Masc.Sing.Past,Петя участвовал в этой игре.,Petya participated in that game.,,_,"люди, политика, учёба/работа",,
участвовать,2735,participate,,V,A2,LM,3,участвовали,Imperf.Plur.Past,Вы участвовали в той драке?,Did you participate in that fight?,,_,"люди, политика, учёба/работа",,
учебный,2736,study,,A,A2,"Golosa, LM",1,учебной,Gen.Fem.Sing,В нашей библиотеке нет учебной литературы.,There are no textbooks in our library.,,_,"описание, учёба/работа",,
учебный,2737,study,,A,A2,"Golosa, LM",2,учебного,Gen.Masc.Sing,Первое сентября в России — начало учебного года.,September 1st is the beginning of the school year in Russia.,,_,"описание, учёба/работа",,
учебный,2738,study,,A,A2,"Golosa, LM",3,учебных,Loc.Plur,Наши сотрудники получили образование в лучших учебных заведениях России.,Our employees graduated from the best educational institutions in Russia.,,_,"описание, учёба/работа",,
фестиваль,2739,festival,,N.Masc.Inan,A2,LM,1,фестиваля,Gen.Sing,Она участвовала в подготовке фестиваля песен.,She took part in the preparation of a song festival.,,_,свободное время,,
фестиваль,2740,festival,,N.Masc.Inan,A2,LM,2,фестивале,Loc.Sing,На фестивале будет много известных певцов.,There will be many famous singers at the festival.,,_,свободное время,,
фестиваль,2741,festival,,N.Masc.Inan,A2,LM,3,фестиваль,Nom.Sing,Фестиваль документального кино начался в эту субботу в Берлине.,A documentary film festival began on Saturday in Berlin.,,_,свободное время,,
фонтан,2742,fountain,,N.Masc.Inan,A2,LM,1,фонтаны,Acc.Plur,Мы приехали в Барселону посмотреть на поющие фонтаны.,We came to Barcelona to see the singing fountains.,,_,"путешествие, свободное время",,
фонтан,2743,fountain,,N.Masc.Inan,A2,LM,2,фонтаном,Ins.Sing,"Давай встретимся на площади, рядом с фонтаном.","Let's meet in the square, next to the fountain.",,_,"путешествие, свободное время",,
фонтан,2744,fountain,,N.Masc.Inan,A2,LM,3,фонтан,Acc.Sing,Ты уже видела этот фонтан?,Have you already seen that fountain?,,_,"путешествие, свободное время",,
хирург,2745,surgeon,,N.Masc.Anim,A2,LM,1,хирург,Nom.Sing,Хирург начал операцию.,The surgeon started the operation.,,_,"люди, учёба/работа",,
хирург,2746,surgeon,,N.Masc.Anim,A2,LM,2,хирурга,Gen.Sing,Профессия хирурга очень ответственная.,The profession of a surgeon carries a lot of responsibility.,,_,"люди, учёба/работа",,
хирург,2747,surgeon,,N.Masc.Anim,A2,LM,3,хирурги,Nom.Plur,В нашей больнице работают лучшие хирурги в городе.,The city's best surgeons work in our hospital.,,_,"люди, учёба/работа",,
хор,2748,choir,,N.Masc.Inan,A2,LM,1,хором,Ins.Sing,"""Мы не знаем!"" — хором ответили девочки. ","""We don't know!"", the girls answered in unison.",,_,свободное время,,?? Maybe it should be You can't sing as a choir? The translation You can't sing in the choir sounds like one individual is a bad singer. Maybe we should find another sentence? Either way this seems strange.
хор,2749,choir,,N.Masc.Inan,A2,LM,2,хор,Nom.Sing,К нам в театр приехал лучший хор России.,The best choir in Russia came to our theatre.,,_,свободное время,,
хор,2750,choir,,N.Masc.Inan,A2,LM,3,хоры,Nom.Plur,В фестивале участвуют хоры из двадцати стран.,Choirs from twenty countries are participating in the festival.,,_,свободное время,,
царь,2751,tzar,,N.Masc.Anim,A2,"Golosa, LM",1,царь,Nom.Sing,"Почему говорят, что лев — царь зверей?","Why is the lion called the ""king of beasts""?",,_,"люди, политика",,
царь,2752,tzar,,N.Masc.Anim,A2,"Golosa, LM",2,царя,Gen.Sing,После смерти царя началась новая эпоха. ,A new era began after the death of the tsar.,,_,"люди, политика",,
царь,2753,tzar,,N.Masc.Anim,A2,"Golosa, LM",3,царём,Ins.Sing,"Пётр I стал царём, когда ему было десять лет.",Peter the Great became tzar when he was ten years old.,,_,"люди, политика",,
цветной,2754,colored,,A,A2,"Golosa, LM",1,цветной,Nom.Masc.Sing,У вас есть цветной принтер?,Do you have a color printer?,,_,описание,,
цветной,2755,colored,,A,A2,"Golosa, LM",2,цветных,Gen.Plur,Почему у тебя нет цветных карандашей?,Why don't you have any colored pencils?,,_,описание,,
цветной,2756,colored,,A,A2,"Golosa, LM",3,цветные,Nom.Plur,Мне нужны цветные маркеры для работы.,I need colored markers for work.,,_,описание,,
целовать,2757,kiss,,V,A2,"MiP, LM",1,целует,Imperf.Sing.3,Он всегда целует её на прощание.,He always kisses her when saying goodbye.,,_,"люди, общение",,
целовать,2758,kiss,,V,A2,"MiP, LM",2,целую,Imperf.Sing.1,Пока! Целую! Увидимся завтра!,Bye! Kisses! See you tomorrow!,,_,"люди, общение",,
целовать,2759,kiss,,V,A2,"MiP, LM",3,целовал,Imperf.Masc.Sing.Past,Он никогда не целовал её при встрече.,He never kissed her when they met.,,_,"люди, общение",,
целый,2760,whole,,A,A2,LM,1,целый,Inan.Acc.Masc.Sing,Я целый день учился и очень устал.,I was studying all day long and got very tired.,,_,описание,,
целый,2761,whole,,A,A2,LM,2,целая,Nom.Fem.Sing,"Прошла целая вечность, пока я вас ждала.",I've been waiting for your for a whole eternity.,,_,описание,,
целый,2762,whole,,A,A2,LM,3,целую,Acc.Fem.Sing,Я ничего о тебе не слышала целую неделю.,I haven't heard anything about you for a whole week.,,_,описание,,
ценить,2763,appreciate,,V,A2,"Golosa, LM",1,ценят,Imperf.Plur.3,"Каждый любит, когда его ценят.",Everybody likes to be appreciated.,,_,"люди, внутренний мир",,
ценить,2764,appreciate,,V,A2,"Golosa, LM",2,ценю,Imperf.Sing.1,Спасибо! Я очень ценю Ваше мнение!,Thank you! I appreciate your opinion very much!,,_,"люди, внутренний мир",,
ценить,2765,appreciate,,V,A2,"Golosa, LM",3,ценить,Imperf.Inf,Он не умеет ценить чужую работу.,He can't appreciate the work of others.,,_,"люди, внутренний мир",,
центральный,2766,central,,A,A2,"Golosa, LM",1,центрального,Gen.Masc.Sing,Я буду ждать тебя у центрального входа.,I'll be waiting for you at the main entrance.,,_,описание,,
центральный,2767,central,,A,A2,"Golosa, LM",2,центральной,Gen.Fem.Sing,Для исследования учёные выбрали страны Центральной Европы.,Researchers selected central European countries for the study.,,_,описание,,
центральный,2768,central,,A,A2,"Golosa, LM",3,центральная,Nom.Fem.Sing,В Милане мне особенно понравилась центральная площадь с собором. ,"In Milan, I particurlarly liked the central square with the cathedral.",,_,описание,,This is not the correct form. It should be nominative центральная
черт,2769,devil,,N.Masc.Anim,A2,"MiP, LM",1,чёрт,Nom.Sing,"Чёрт возьми, я совсем об этом забыла.","Oh my god, I completely forgot about it!",,_,внутренний мир,,
черт,2770,devil,,N.Masc.Anim,A2,"MiP, LM",2,чертей,Gen.Plur,"Я зла, как тысяча чертей!",I'm as angry as a thousand devils!,,_,внутренний мир,,
черт,2771,devil,,N.Masc.Anim,A2,"MiP, LM",3,чёрту,Dat.Sing,К чёрту уроки! Пойдём в кино!,Forget the classes! Let's go to the cinema!,,_,внутренний мир,,
честный,2772,honest,,A,A2,"LM, Кс",1,честное,Nom.Neut.Sing,"Я не брал твою машину, честное слово!",I swear I didn't take your car!,,_,"описание, внутренний мир",,
честный,2773,honest,,A,A2,"LM, Кс",2,честные,Nom.Plur,В этом магазине работают честные продавцы.,There are honest people working in this shop.,,_,"описание, внутренний мир",,
честный,2774,honest,,A,A2,"LM, Кс",3,честных,Gen.Plur,В мире так мало честных людей!,There are so few honest people in the world!,,_,"описание, внутренний мир",,
чистый,2775,clean,,A,A2,LM,1,чистый,Nom.Masc.Sing,Мне нужна только ручка и чистый лист бумаги.,All I need is a pen and a blank piece of paper.,,_,описание,,
чистый,2776,clean,,A,A2,LM,2,чистую,Acc.Fem.Sing,Мама поставила в шкаф чистую посуду.,Mother put the clean dishes in the cupboard.,,_,описание,,
чистый,2777,clean,,A,A2,LM,3,чистой,Ins.Fem.Sing,После стирки рубашка снова стала идеально чистой.,After washing the shirt was perfectly clean again.,,_,описание,,
читатель,2778,reader,,N.Masc.Anim,A2,LM,1,читатель,Nom.Sing,Что найдёт читатель в этой книге?,What can a reader find in that book?,,_,"люди, учёба/работа, свободное время",,
читатель,2779,reader,,N.Masc.Anim,A2,LM,2,читателей,Gen.Plur,Он часто получал письма от читателей его книг.,He often got letters from the readers of his books.,,_,"люди, учёба/работа, свободное время",,
читатель,2780,reader,,N.Masc.Anim,A2,LM,3,читателя,Gen.Sing,Что Вы ждёте от читателя Ваших книг?,What do you expect from the reader your books?,,_,"люди, учёба/работа, свободное время",,
чтение,2781,reading,,N.Neut.Inan,A2,LM,1,чтении,Loc.Sing,Она находила радость в чтении.,She found joy in reading.,,_,"учёба/работа, свободное время",,
чтение,2782,reading,,N.Neut.Inan,A2,LM,2,чтения,Gen.Sing,Какие у вас чувства после чтения этой книги?,What are your feelings after reading this book?,,_,"учёба/работа, свободное время",,
чтение,2783,reading,,N.Neut.Inan,A2,LM,3,чтение,Nom.Sing,Недавно чтение стало моим любимым хобби.,Reading has recently become my favorite hobby.,,_,"учёба/работа, свободное время",,
чувство,2784,feeling,,N.Neut.Inan,A2,"Golosa, MiP, LM",1,чувство,Nom.Sing,"Было такое чувство, что я уже видел этого человека.",I had a feeling that I've seen that person before.,,_,внутренний мир,,
чувство,2785,feeling,,N.Neut.Inan,A2,"Golosa, MiP, LM",2,чувств,Gen.Plur,Он не скрывал своих чувств к ней.,He didn't hide his feelings for her.,,_,внутренний мир,,
чувство,2786,feeling,,N.Neut.Inan,A2,"Golosa, MiP, LM",3,чувства,Gen.Sing,Он устал от постоянного чувства вины.,He was worn out from a constant feeling of guilt.,,_,внутренний мир,,
шапка,2787,hat,,N.Fem.Inan,A2,"Golosa, MiP, LM, Поехали",1,шапку,Acc.Sing,Надень шапку! Холодно!,Put on your hat! It's cold outside!,,_,"магазин, одежда",,
шапка,2788,hat,,N.Fem.Inan,A2,"Golosa, MiP, LM, Поехали",2,шапки,Gen.Sing,Она всегда ходит без шапки.,She never wears a hat.,,_,"магазин, одежда",,
шапка,2789,hat,,N.Fem.Inan,A2,"Golosa, MiP, LM, Поехали",3,шапка,Nom.Sing,"Я забыл, где лежит моя шапка.",I forgot where my hat is.,,_,"магазин, одежда",,
шахматы,2790,chess,,N.Inan,A2,"Golosa, LM",1,шахматы,Acc.Plur,Ты любишь играть в шахматы?,Do you like to play chess?,,_,свободное время,,
шахматы,2791,chess,,N.Inan,A2,"Golosa, LM",2,шахматам,Dat.Plur,"В детстве он учился шахматам, но сейчас всё забыл.","He learned how to play chess as a child, but now he has forgotten everything.",,_,свободное время,,
шахматы,2792,chess,,N.Inan,A2,"Golosa, LM",3,шахмат,Gen.Plur,Почему у нас в доме нет шахмат?,Why don't we have a chess set at home?,,_,свободное время,,
широкий,2793,wide,,A,A2,"Golosa, MiP, LM",1,широкую,Acc.Fem.Sing,Из леса мы вышли на широкую дорогу.,We came out of the forest onto a wide road.,,_,описание,,
широкий,2794,wide,,A,A2,"Golosa, MiP, LM",2,широких,Gen.Plur,Он был человеком широких взглядов.,He was an open-minded man.,,_,описание,,
широкий,2795,wide,,A,A2,"Golosa, MiP, LM",3,широком,Loc.Masc.Sing,"И поэтому наш журнал, несмотря на все изменения, будет оставаться традиционным в широком смысле слова.","And thus, despite all the changes, our magazine will remain traditional in the broad sense of the word.",,_,описание,,This strikes me as weird. What is a wide coat? Can we get an example of в широком смысле слова instead? That would be more typical for this form.
школьник,2796,school student,,N.Masc.Anim,A2,"Golosa, LM",1,школьников,Gen.Plur,Перед нами шла группа школьников.,A group of students was walking in front of us.,,_,"люди, учёба/работа",,
школьник,2797,school student,,N.Masc.Anim,A2,"Golosa, LM",2,школьники,Nom.Plur,Куда идут эти школьники?,Where are those students going?,,_,"люди, учёба/работа",,
школьник,2798,school student,,N.Masc.Anim,A2,"Golosa, LM",3,школьник,Nom.Sing,Мой сын больше не школьник. Он закончил школу в этом году.,My son is not a student at school anymore. He graduated from school last year.,,_,"люди, учёба/работа",,
шоколад,2799,chocolate,,N.Masc.Inan,A2,"MiP, LM",1,шоколада,Gen.Sing,Она купила кофе и плитку шоколада.,She bought coffee and a chocolate bar.,,_,"магазин, еда",,
шоколад,2800,chocolate,,N.Masc.Inan,A2,"MiP, LM",2,шоколад,Acc.Sing,Больше всего на свете мои дети любят шоколад.,My kids love chocolate more than anything in the world .,,_,"магазин, еда",,
шоколад,2801,chocolate,,N.Masc.Inan,A2,"MiP, LM",3,шоколадом,Ins.Sing,Хочешь булочку с шоколадом?,Do you want a chocolate bun?,,_,"магазин, еда",,
шуметь,2802,make noise,,V,A2,LM,1,шумит,Imperf.Sing.3,"Я люблю слушать, как шумит море.",I like to listen to the sound of the sea.,,_,люди,,Didn't we have this sentence already for слушать?
шуметь,2803,make noise,,V,A2,LM,2,шумел,Imperf.Masc.Sing.Past,Чайник на кухне громко шумел.,The tea kettle in the kitchen was making a loud noise.,,_,люди,,
шуметь,2804,make noise,,V,A2,LM,3,шумят,Imperf.Plur.3,В соседней комнате шумят дети.,Children are making noise in the next room.,,_,люди,,
шутить,2805,joke,,V,A2,LM,1,шутить,Imperf.Inf,С огнём лучше не шутить!,Don't play with fire!,,_,"люди, общение",,
шутить,2806,joke,,V,A2,LM,2,шутят,Imperf.Plur.3,Мои родители всё время шутят.,My parents are always making jokes.,,_,"люди, общение",,
шутить,2807,joke,,V,A2,LM,3,шучу,Imperf.Sing.1,Не обижайся! Я же шучу!,Don't get offended! I'm just joking!,,_,"люди, общение",,
шутка,2808,joke,,N.Fem.Inan,A2,LM,1,шутка,Nom.Sing,Это совсем не смешная шутка!,This is not a funny joke!,,_,общение,,
шутка,2809,joke,,N.Fem.Inan,A2,LM,2,шутки,Nom.Plur,Мне нравятся шутки моего мужа.,I like my husband's jokes.,,_,общение,,
шутка,2810,joke,,N.Fem.Inan,A2,LM,3,шутку,Acc.Sing,"Он не на шутку расстроился, когда узнал это.",He was very upset when he found out about it.,,_,общение,,
щи,2811,shchi,,N.Inan,A2,"Golosa, LM",1,щей,Gen.Plur,Бабушка сварила сегодня кастрюлю щей.,Grandma cooked a pot of shchi today.,,_,еда,,
щи,2812,shchi,,N.Inan,A2,"Golosa, LM",2,щи,Nom.Plur,Щи — мой любимый суп.,Shchi is my favorite soup.,,_,еда,,
щи,2813,shchi,,N.Inan,A2,"Golosa, LM",3,щами,Ins.Plur,На обед он съел картошку со щами.,For lunch he ate potatoes and shchi.,,_,еда,,
энергия,2814,energy,,N.Fem.Inan,A2,LM,1,энергии,Gen.Sing,В нём всегда много энергии и интересных идей.,He's always full of energy and interesting ideas.,,_,внутренний мир,,
энергия,2815,energy,,N.Fem.Inan,A2,LM,2,энергия,Nom.Sing,Солнечная энергия экологичнее атомной?,Is solar energy more eco-friendly than atomic energy?,,_,внутренний мир,,
энергия,2816,energy,,N.Fem.Inan,A2,LM,3,энергию,Acc.Sing,Где найти энергию для работы?,Where can I find the energy to work?,,_,внутренний мир,,
юбка,2817,skirt,,N.Fem.Inan,A2,"Golosa, LM, Поехали",1,юбке,Loc.Sing,Зимой я не хожу в юбке — холодно.,I don't wear a skirt in winter -- it's cold outside.,,_,"магазин",,
юбка,2818,skirt,,N.Fem.Inan,A2,"Golosa, LM, Поехали",2,юбку,Acc.Sing,Она хочет купить новую юбку.,She wants to buy a new skirt.,,_,"магазин",,
юбка,2819,skirt,,N.Fem.Inan,A2,"Golosa, LM, Поехали",3,юбкой,Ins.Sing,Что надеть с этой юбкой?,What should I wear with this skirt?,,_,"магазин",,
юг,2820,South,,N.Masc.Inan,A2,"Golosa, LM",1,юге,Loc.Sing,Я никогда не была на юге Италии.,I have never been to the South of Italy.,,_,"путешествие, транспорт, погода",,
юг,2821,South,,N.Masc.Inan,A2,"Golosa, LM",2,юг,Acc.Sing,Осенью птицы улетают на юг.,Birds fly south in autumn.,,_,"путешествие, транспорт, погода",,
юг,2822,South,,N.Masc.Inan,A2,"Golosa, LM",3,юга,Gen.Sing,Ветер с юга принёс нам дождь.,The wind from the South brought us rain.,,_,"путешествие, транспорт, погода",,
юность,2823,youth,,N.Fem.Inan,A2,LM,1,юности,Loc.Sing,В юности она занималась волейболом.,She played volleyball when she was young.,,_,"люди, время",,
юность,2824,youth,,N.Fem.Inan,A2,LM,2,юность,Nom.Sing,Юность — счастливое время в жизни человека.,Youth is the happiest period in one’s life.,,_,"люди, время",,
юность,2825,youth,,N.Fem.Inan,A2,LM,3,юности,Gen.Sing,Он с юности начал играть в футбол. ,He started playing soccer when he was young.,,_,"люди, время",,
являться,2826,be,,V,A2,LM,1,является,Imperf.Sing.3,Санкт-Петербург является культурной столицей России.,Saint Petersburg is the cultural capital of Russia.,,_,люди,,
являться,2827,be,,V,A2,LM,2,являются,Imperf.Plur.3,Правила являются частью игры.,The rules are part of the game.,,_,люди,,
являться,2828,be,,V,A2,LM,3,являться,Imperf.Inf,Примером успешных людей могут являться певцы и актёры.,Singers and actors are examples of successful people.,,_,люди,,
ягода,2829,berry,,N.Fem.Inan,A2,LM,1,ягод,Gen.Plur,Он сварил компот из ягод.,He made a berry compote.,,_,"животные/растения, еда",,
ягода,2830,berry,,N.Fem.Inan,A2,LM,2,ягоды,Nom.Plur,Какие ягоды здесь растут?,What kinds of berries grow here?,,_,"животные/растения, еда",,
ягода,2831,berry,,N.Fem.Inan,A2,LM,3,ягодами,Ins.Plur,Он купил пирог с ягодами.,He bought a berry pie.,,_,"животные/растения, еда",,
яркий,2832,bright,,A,A2,LM,1,ярких,Gen.Plur,Желаю тебе много ярких дней!,I wish you a lot of bright days!,,_,описание,,
яркий,2833,bright,,A,A2,LM,2,яркие,Nom.Plur,У неё были яркие голубые глаза.,She had bright blue eyes.,,_,описание,,
яркий,2834,bright,,A,A2,LM,3,яркий,Nom.Masc.Sing,Ей нравится яркий цвет в одежде.,She likes bright colors in clothes.,,_,описание,,"This is supposed to be Nominative, not Accusative."
счастье,9506,happiness,,N.Neut.Inan,A2,LM,1,счастья,Gen.Sing, “Желаем вам счастья и здоровья!”,“We wish you happiness and good health!”,,_,внутренний мир,,
счастье,9507,happiness,,N.Neut.Inan,A2,LM,2,счастью,Dat.Sing,"К счастью, я не заболел.","Fortunately, I didn't get sick.",,_,внутренний мир,,
счастье,9508,happiness,,N.Neut.Inan,A2,LM,3,счастье,Acc.Sing,"Не плачь, ты ещё найдёшь своё счастье!","Don’t cry, you will find your happiness someday!",,_,внутренний мир,,
аппетит,1416,appetite,,N.Masc.Inan,A2,"MiP, LM",1,аппетит,Acc.Sing,Пойдем в лес! Заодно аппетит нагуляем.,Let’s go to the forest! We’ll work up an appetite at the same time.,,_,"еда, здоровье",,
аппетит,1417,appetite,,N.Masc.Inan,A2,"MiP, LM",2,аппетиты,Nom.Plur,"Их бизнес только начал приносить прибыль, и аппетиты сразу же выросли.","Their business just started to bring them the first profit, and their appetites grew immediately.",,_,"еда, здоровье",,
аппетит,1418,appetite,,N.Masc.Inan,A2,"MiP, LM",3,аппетитом,Ins.Sing,"Только посмотрите, с каким аппетитом Вася ест суп!",Just look at Vasya eating soup with such appetite!,,_,"еда, здоровье",,
багаж,1419,luggage,,N.Masc.Inan,A2,"Golosa, MiP, LM, МН",1,багажа,Gen.Sing,Лоукостеры обычно продают билеты без багажа. За него придется доплатить отдельно.,Low cost airlines usually sell their tickets with no luggage included. You’ll have to pay extra for it.,,_,путешествие,,
багаж,1420,luggage,,N.Masc.Inan,A2,"Golosa, MiP, LM, МН",2,багаж,Nom.Sing,"Мы прилетели из отпуска домой, а наш багаж — нет. Он потерялся где-то в аэропорту Барселоны, где у нас была стыковка.","We came from vacation, but our luggage didn’t. It was lost somewhere in the Barcelona airport where we had a connection between flights.",,_,путешествие,,
багаж,1421,luggage,,N.Masc.Inan,A2,"Golosa, MiP, LM, МН",3,багажом,Ins.Sing,"Путешествие будет длинным, поэтому мы полетим с багажом. ","The travel will be long, so we'll fly with checked baggage.",,_,путешествие,,
бег,1422,running,,N.Masc.Inan,A2,LM,1,бегу,Loc.Sing,"Я долго собиралась на работу, поэтому завтракать пришлось на бегу.","It took me a long time to get ready for work, so I had to eat breakfast on the run.",,_,"свободное время, здоровье",,
бег,1423,running,,N.Masc.Inan,A2,LM,2,бега,Gen.Sing,Мои ноги стали сильнее от бега по утрам.,My legs became stronger from jogging in the mornings.,,_,"свободное время, здоровье",,
бег,1424,running,,N.Masc.Inan,A2,LM,3,беге,Loc.Sing,"В беге главное — правильная техника, иначе легко получить травму.","The most important thing in running is the right technique, otherwise it’s easy to get injured.",,_,"свободное время, здоровье",,
бегать,1425,run,,V,A2,"Golosa, LM, МН",1,бегали,Imperf.Plur.Past,В июне мы каждое утро бегали вдоль моря.,In June we jogged along the sea every morning.,,_,"свободное время, здоровье",,
бегать,1426,run,,V,A2,"Golosa, LM, МН",2,бегать,Imperf.Inf,Я привыкла бегать по вечерам после работы.,I’ve gotten in the habit of jogging in the evenings after work.,,_,"свободное время, здоровье",,
бегать,1427,run,,V,A2,"Golosa, LM, МН",3,бегала,Imperf.Fem.Sing.Past,"Я никогда не бегала так быстро, как вчера на тренировке.",I never ran as fast as I did yesterday at practice.,,_,"свободное время, здоровье",,
бежать,1428,run,,V,A2,LM,1,бежать,Imperf.Inf,"Я увидел перекресток и не знал, куда бежать дальше: налево или направо?",I saw an intersection and didn’t know which way to run next: to the left or to the right?,,_,свободное время,,
бежать,1429,run,,V,A2,LM,2,бежит,Imperf.Sing.3,Передо мной по дороге бежит маленький мальчик.,There is a little boy running on the road in front of me.,,_,свободное время,,
бежать,1430,run,,V,A2,LM,3,бежал,Imperf.Masc.Sing.Past,"Мы спокойно шли по лесу, а наш пёс весело бежал впереди по дорожке.",We were slowly walking in the forest and our dog was cheerfully running on the path ahead of us.,,_,свободное время,,
берег,1431,shore,,N.Masc.Inan,A2,LM,1,берегу,Loc.Sing,"На берегу реки не росло ничего, кроме двух берез.",There was nothing growing on the riverside except for two birches.,,_,путешествие,,
берег,1432,shore,,N.Masc.Inan,A2,LM,2,берег,Acc.Sing,"Наша экскурсия по Темзе закончилась, и мы спустились на берег.",Our excursion on the river Thames was over and we got off on the river bank.,,_,путешествие,,
берег,1433,shore,,N.Masc.Inan,A2,LM,3,берега,Gen.Sing,"Корабль быстро отплывал от берега, и скоро его совсем перестало быть видно.",The ship sailed away from the shore and soon it couldn’t be seen at all.,,_,путешествие,,
беречь,1434,protect,,V,A2,LM,1,беречь,Imperf.Inf,Летом важно беречь кожу от солнца!,In summer it’s important to protect your skin from the sun!,,_,люди,,
беречь,1435,protect,,V,A2,LM,2,берёг,Imperf.Masc.Sing.Past,"В путешествии он почти ничего не покупал, потому что берёг деньги.",He bought very little during his trip because he was saving money.,,_,люди,,
беречь,1436,protect,,V,A2,LM,3,берегла,Imperf.Fem.Sing.Past,"Она берегла руки при игре в волейбол, потому что работала пианисткой.",She was protecting her hands while playing volleyball because she was working as a pianist.,,_,люди,,
беседовать,1437,converse,,V,A2,LM,1,беседовали,Imperf.Plur.Past,Вчера мы два часа беседовали с соседями о воспитании детей.,Yesterday we talked for 2 hours about child-rearing with the neighbors.,,_,"люди, общение",,
беседовать,1438,converse,,V,A2,LM,2,беседуем,Imperf.Plur.1,Мы беседуем с местными жителями и выясняем их мнение о городе.,We are talking to the locals to find out their opinion about the city.,,_,"люди, общение",,
беседовать,1439,converse,,V,A2,LM,3,беседовать,Imperf.Inf,У него не было времени беседовать со мной о литературе.,He didn't have time to chat with me about literature.,,_,"люди, общение",,
бесплатный,1440,free,,A,A2,"LM, Golosa",1,бесплатного,Gen.Masc.Sing,В аэропорту Стамбула нет бесплатного интернета.,There isn’t free internet in the Istanbul airport.,,_,магазин,,
бесплатный,1441,free,,A,A2,"LM, Golosa",2,бесплатная,Nom.Fem.Sing,"Вода на этом фестивале — бесплатная, а за еду придется платить.","Water is free in this festival, but you have to pay for food.",,_,магазин,,
бесплатный,1442,free,,A,A2,"LM, Golosa",3,бесплатной,Gen.Fem.Sing,В некоторых странах нет бесплатной медицины.,Some countries don’t have free medical care.,,_,магазин,,
1443 -- 1445 deleted,,,,,,,,,,,,,,,,
биография,1446,biography,,N.Fem.Inan,A2,LM,1,биография,Nom.Sing,Его биография меня не интересует — я оцениваю человека по личному общению.,His biography doesn’t interest me — I evaluate people according to personal communication.,,_,люди,,
биография,1447,biography,,N.Fem.Inan,A2,LM,2,биографии,Gen.Sing,На лекции мы узнали много интересных фактов из биографии Толстого.,During the lecture we found out many interesting facts from Tolstoy’s biography.,,_,люди,,
биография,1448,biography,,N.Fem.Inan,A2,LM,3,биографию,Acc.Sing,"Если посмотреть на его биографию, становится понятно, почему он уехал из России.","If you look at his biography, it becomes clear why he left Russia.",,_,люди,,
бить,1449,hit,,V,A2,LM,1,бьёт,Imperf.Sing.3,"Что делать, если видишь, как кто-то бьёт своего ребенка?",What should you do if you see that someone is hitting their child?,,_,люди,,
бить,1450,hit,,V,A2,LM,2,бить,Imperf.Inf,В футболе запрещено бить по мячу руками.,It’s against the rules to hit the ball with one’s hands in soccer.,,_,люди,,
бить,1451,hit,,V,A2,LM,3,бил,Imperf.Masc.Sing.Past,"Муж часто бил свою жену, поэтому она ушла от него.",The husband often beat his wife so she left him.,,_,люди,,
благодарить,1452,thank,,V,A2,LM,1,благодарю,Imperf.Sing.1,"— Возьмите, пожалуйста, ваш билет! — Благодарю!","— Please, take your ticket! — Thank you!",,_,"люди, общение",,
благодарить,1453,thank,,V,A2,LM,2,благодарит,Imperf.Sing.3,Режиссёр благодарит актёров за спектакль.,The director thanks the actors for the show.,,_,"люди, общение",,
благодарить,1454,thank,,V,A2,LM,3,благодарил,Imperf.Masc.Sing.Past,Я встретил Ваню вчера. Он благодарил меня за подарок на день рождения.,I met Vanya yesterday. He thanked me for the birthday present.,,_,"люди, общение",,
бог,1455,god,,N.Masc.Anim,A2,"MiP, LM",1,бог,Nom.Sing,"Некоторые верят, что человека создал бог.",Some people believe that human beings were created by god.,,_,"люди, внутренний мир",,
