Target language lemma,ID,User language gloss,English gloss,POS,Level,Word source,Ex. ID,Form,Analysis,Target language example sentence,User language translation,English translation,Reference,Topic(s),Lesson,
понятный,9293,understandable,,A,B2,LM,3,понятна,Fem.Sing,"История, рассказанная в фильме, понятна всем зрителям.",The story told in the film is clear to all viewers.,,_,внутренний мир,,
помолодеть,9294,become younger,,V,B2,LM,1,помолодела,Perf.Fem.Sing.Past,Ты так помолодела после отпуска!,You look so much younger after your vacation!,,_,"здоровье, время, мера",,
помолодеть,9295,become younger,,V,B2,LM,2,помолодел,Perf.Masc.Sing.Past,От радостной новости Сергей как будто помолодел.,Sergey seemed to look younger after hearing the good news.,,_,"здоровье, время, мера",,
помолодеть,9296,become younger,,V,B2,LM,3,помолодеть,Perf.Inf,"Люди готовы на многое, чтобы помолодеть.",People are willing to do a lot in order to look younger.,,_,"здоровье, время, мера",,
помыть,9297,wash,,V,B2,LM,1,помыть,Perf.Inf,После ужина нужно помыть посуду и убраться. ,You should wash the dishes and clean up after dinner.,,_,здоровье,,
помыть,9298,wash,,V,B2,LM,2,помою,Perf.Sing.1,"Я помою полы завтра, сейчас я устал.","I will wash the floors tomorrow, I'm tired now.",,_,здоровье,,
помыть,9299,wash,,V,B2,LM,3,помыли,Perf.Plur.Past,Врачи помыли руки и начали операцию.,The doctors washed their hands and started the operation.,,_,здоровье,,
поправка,9300,"recovery, correction",,N.Fem.Inan,B2,LM,1,поправки,Acc.Plur,Совет Госдумы рассмотрел поправки к новому закону.,The State Duma Council has considered amendments to the new law.,,_,политика,,
поправка,9301,"recovery, correction",,N.Fem.Inan,B2,LM,2,поправку,Acc.Sing,"После долгой болезни моя дочь наконец-то пошла на поправку.","After a long illness, my daughter is finally on the mend.",,_,здоровье,,
поправка,9302,"recovery, correction",,N.Fem.Inan,B2,LM,3,поправка,Nom.Sing,Вторая поправка ограничивает возможности региональных властей.,The second amendment limits the powers of regional authorities.,,_,политика,,
помыться,9303,wash,,V,B2,LM,1,помыться,Perf.Inf,Мечтаю уже приехать домой и поскорее помыться.,My wish is to come home and have a wash as soon as possible.,,_,здоровье,,
помыться,9304,wash,,V,B2,LM,2,помылся,Perf.Masc.Sing.Past,"Константин встал рано, помылся, оделся и пошёл на работу.","Konstantin got up early, washed, got dressed and went to work.",,_,здоровье,,
помыться,9305,wash,,V,B2,LM,3,помывшись,Perf.Gerund,"Помывшись и переодевшись, мы сели за стол.","After washing and changing our clothes, we sat down at the table.",,_,здоровье,,
понижать,9306,lower,,V,B2,LM,1,понижать,Imperf.Inf,Правительство Франции не собирается понижать цены на бензин.,The French government is not going to lower gas prices.,,_,"мера, описание, здоровье",,
понижать,9307,lower,,V,B2,LM,2,понижая,Imperf.Gerund,"Не понижая голос, подруги обсудили все последние новости.","Without lowering their voices, the friends discussed all the latest news.",,_,"мера, описание, здоровье",,
понижать,9308,lower,,A,B2,LM,3,понижающим,Imperf.PresentActiveParticiple.Ins.Neut.Sing,"Пациентка пользуется новым средством, понижающим давление. ",The patient is using a new remedy that lowers blood pressure.,,_,"мера, описание, здоровье",,
попытка,9309,try,,N.Fem.Inan,B2,LM,1,попытка,Nom.Sing,Попытка возродить рождественские традиции не увенчалась успехом. ,An attempt to revive Christmas traditions was unsuccessful.,,_,внутренний мир,,
попытка,9310,try,,N.Fem.Inan,B2,LM,2,попытки,Nom.Plur,В нашей клинике участились попытки самоубийства.,Cases of attempted suicide have become more frequent at our hospital.,,_,внутренний мир,,
попытка,9311,try,,N.Fem.Inan,B2,LM,3,попытку,Acc.Sing,Бизнесмен предпринял попытку спасти свой бизнес.,The businessman made an attempt to save his business.,,_,внутренний мир,,
понижаться,9312,lower,,V,B2,LM,1,понижаться,Imperf.Inf,В сентябре температура воздуха начинает понижаться.,The air temperature begins to drop in September.,,_,"мера, описание, здоровье",,
поразительный,9313,astonishing,,A,B2,LM,1,поразительных,Gen.Plur,Наши спортсмены достигли поразительных результатов.,Our athletes have achieved amazing results.,,_,внутренний мир,,
поразительный,9314,astonishing,,A,B2,LM,2,поразительным,Ins.Masc.Sing,Белорусский учёный удивил всех поразительным открытием.,The Belarusian scientist surprised everyone with a startling discovery.,,_,внутренний мир,,
поразительный,9315,astonishing,,A,B2,LM,3,поразительный,Inan.Acc.Masc.Sing,В результате проверки исследователи подтвердили поразительный результат эксперимента.,"By doing a follow-up test, the researchers confirmed the amazing result of the experiment.",,_,внутренний мир,,
понюхать,9316,smell,,V,B2,LM,1,понюхать,Perf.Inf,"Котёнок попытался понюхать мышку, но она сразу убежала.","The kitten tried to sniff at the mouse, but it ran away immediately.",,_,люди,,
понюхать,9317,smell,,V,B2,LM,2,понюхал,Perf.Masc.Sing.Past,Аносов понюхал подаренный букет цветов и улыбнулся.,Anosov sniffed the bouquet of flowers that was presented to him and smiled.,,_,люди,,
понюхать,9318,smell,,V,B2,LM,3,понюхай,Perf.Imper.Sing.2,"Понюхай этот хлеб - чувствуешь, какой свежий?",Take a sniff of this bread -- do you smell how fresh it is?,,_,люди,,
попадать,9319,hit (the target),,V,B2,LM,1,попадает,Imperf.Sing.3,Опытный стрелок всегда попадает в цель.,An experienced shooter always hits the target.,,_,люди,,
попадать,9320,hit (the target),,V,B2,LM,2,попадали,Imperf.Plur.Past,Раньше на этом перекрёстке пешеходы часто попадали под машину.,Pedestrians used to get hit by cars quite often at this intersection.,,_,люди,,
попадать,9321,hit (the target),,V,B2,LM,3,попадают,Imperf.Plur.3,После смерти праведники попадают в рай.,After death the righteous go to heaven.,,_,люди,,
попить,9322,drink,,V,B2,LM,1,попить,Perf.Inf,Дима зашёл домой попить воды.,Dima stopped by at home to get a drink of water.,,_,еда,,
попить,9323,drink,,V,B2,LM,2,попил,Perf.Masc.Sing.Past,Пёс попил из лужи и побежал дальше.,The dog took a drink from a puddle and ran on.,,_,еда,,
попить,9324,drink,,V,B2,LM,3,попьёшь,Perf.Sing.2,"Оставайся с нами, чаю попьёшь.","Stay with us, have some tea.",,_,еда,,
поправлять,9325,adjust,,V,B2,LM,1,поправляя,Imperf.Gerund,"Елена читала, время от времени поправляя очки.",Elena was reading and occasionally adjusting her glasses.,,_,описание,,
поправлять,9326,adjust,,V,B2,LM,2,поправлять,Imperf.Inf,На празднике даме часто приходилось поправлять причёску.,At the party the lady had to straighten her hair repeatedly.,,_,описание,,
поправлять,9327,adjust,,V,B2,LM,3,поправляла,Imperf.Fem.Sing.Past,Кристина нервничала и часто поправляла волосы.,Christina was nervous and often straightened her hair.,,_,описание,,
поправляться,9328,get well,,V,B2,LM,1,поправляйся,Imperf.Imper.Sing.2,Поправляйся скорее!,Get well soon!,,_,здоровье,,
поправляться,9329,get well,,V,B2,LM,2,поправляется,Imperf.Sing.3,"Линда сломала ногу, но сейчас она уже поправляется.","Linda broke her leg, but she is already recovering.",,_,здоровье,,
португалец,9330,Portuguese,,N.Masc.Anim,B2,LM,1,португальцем,Ins.Sing,В Анголе капитан подружился с одним португальцем. ,The captain made friends with a Portuguese man in Angola.,,_,люди,,
портфель,9331,briefcase,,N.Masc.Inan,B2,LM,1,портфеле,Loc.Sing,Что ты носишь в своём портфеле?,What are you carrying in your briefcase?,,_,одежда,,
портфель,9332,briefcase,,N.Masc.Inan,B2,LM,2,портфель,Nom.Sing,В прошлом году наш инвестиционный портфель состоял из облигаций и ценных бумаг.,"Last year, our investment portfolio consisted of bonds and securities.",,_,одежда,,
портфель,9333,briefcase,,N.Masc.Inan,B2,LM,3,портфелем,Ins.Sing,Пётр Алексеевич всегда выходит из дома с портфелем в руке.,Pyotr Alekseevich always leaves the house with his briefcase in his hand.,,_,одежда,,
поражать,9334,strike,,V,B2,LM,1,поражает,Imperf.Sing.3,Пейзаж на Камчатке поражает воображение.,The landscape at Kamchatka is amazing.,,_,внутренний мир,,
поражать,9335,strike,,A,B2,LM,2,поражающие,Imperf.PresentActiveParticiple.Acc.Plur,"Новый марсоход присылает фотографии, поражающие своей чёткостью.",The new Mars rover sends strikingly clear photos.,,_,внутренний мир,,
поражать,9336,strike,,V,B2,LM,3,поражают,Imperf.Plur.3,Современные дети поражают меня своей хитростью. ,Modern children amaze me with how clever they are.,,_,внутренний мир,,
порча,9337,spoiling,,N.Fem.Inan,B2,LM,1,порча,Nom.Sing,Порча государственного имущества карается штрафом.,Damage to state property is punishable by a fine.,,_,"здоровье, люди",,
порча,9338,spoiling,,N.Fem.Inan,B2,LM,2,порчу,Acc.Sing,Гадалка пообещала девушке снять с неё порчу за тысячу рублей.,The fortuneteller promised the girl to remove a jinx from her for a thousand rubles.,,_,"здоровье, люди",,
порча,9339,spoiling,,N.Fem.Inan,B2,LM,3,порчи,Gen.Sing,Риск случайной порчи оборудования лежит на владельце оборудования.,The risk of accidental damage to the equipment is the responsibility of the owner of the equipment.,,_,"здоровье, люди",,
поранить,9340,wound,,V,B2,LM,1,поранил,Perf.Masc.Sing.Past,Щенок поранил лапку на прогулке.,The puppy injured his paw on a walk.,,_,здоровье,,
порезать,9341,cut,,V,B2,LM,1,порезать,Perf.Inf,Для шашлыка нужно порезать мясо на маленькие кусочки.,For shashlik you need to cut the meat into small pieces.,,_,"здоровье, еда",,
порезать,9342,cut,,A,B2,LM,2,порезаны,Perf.PastPassiveParticiple.Plur,Пальцы Тереховой порезаны стеклом от разбитого окна.,Terekhova’s fingers were cut with glass from a broken window.,,_,"здоровье, еда",,
порезать,9343,cut,,A,B2,LM,3,порезано,Perf.PastPassiveParticiple.Neut.Sing,Филе трески уже почищено и порезано на мелкие кусочки.,The cod fillet has already been cleaned and cut into small pieces.,,_,"здоровье, еда",,
порядок,9344,order,,N.Masc.Inan,B2,LM,1,порядка,Gen.Sing,Вот уже порядка 130 лет Россию и Мексику связывают двусторонние отношения.,Russia and Mexico have been linked by bilateral relations for about 130 years.,,_,"мера, описание, здоровье",,
порядок,9345,order,,N.Masc.Inan,B2,LM,2,порядке,Loc.Sing,"Хорошо, что у тебя всё в порядке.",It’s good that you’re all right.,,_,"мера, описание, здоровье",,
порядок,9346,order,,N.Masc.Inan,B2,LM,3,порядок,Acc.Sing,Я должен вернуться и привести в порядок дом.,I have to go back and tidy up the house.,,_,"мера, описание, здоровье",,
порядочный,9347,decent,,A,B2,LM,1,порядочным,Ins.Masc.Sing,В некоторых ситуациях сложно оставаться порядочным человеком.,In some situations it is difficult to remain a decent person.,,_,внутренний мир,,
порядочный,9348,decent,,A,B2,LM,2,порядочный,Nom.Masc.Sing,"Марк -- не только честный и порядочный человек, но и отличный специалист.","Mark is not only an honest and decent person, but also an excellent specialist.",,_,внутренний мир,,
порядочный,9349,decent,,A,B2,LM,3,порядочные,Nom.Plur,Порядочные люди не обманывают своих друзей.,Decent people do not deceive their friends.,,_,внутренний мир,,
порекомендовать,9350,recommend,,V,B2,LM,1,порекомендовать,Perf.Inf,Могу порекомендовать вам отличный ресторан в этом районе.,I can recommend to you an excellent restaurant in this area.,,_,общение,,
порекомендовать,9351,recommend,,V,B2,LM,2,порекомендовал,Perf.Masc.Sing.Past,Юрист порекомендовал заявить о краже имущества в полицию.,The lawyer recommended reporting the theft of property to the police.,,_,общение,,
порекомендовать,9352,recommend,,V,B2,LM,3,порекомендуйте,Perf.Imper.Plur.2,"Порекомендуйте мне, пожалуйста, хорошего парикмахера.",Please recommend to me a good hairdresser.,,_,общение,,
портить,9353,spoil,,V,B2,LM,1,портить,Imperf.Inf,"Друзья убеждали меня не портить отношения с родителями, но я их не послушал.","Friends urged me not to spoil my relationship with my parents, but I did not listen to them.",,_,общение,,
портить,9354,spoil,,V,B2,LM,2,портит,Imperf.Sing.3,На вечеринках Максим всегда портит всем настроение.,Maxim always spoils everyone's mood at parties.,,_,общение,,
портить,9355,spoil,,V,B2,LM,3,порть,Imperf.Imper.Sing.2,"Зина, не порть мне вечер.","Zina, don't ruin my evening.",,_,общение,,
посетитель,9356,visitor,,N.Masc.Anim,B2,"Golosa, LM",1,посетителей,Gen.Plur,Вечером в зале почти не было посетителей.,In the evening there were almost no visitors in the hall.,,_,"общение, магазин",,
посетитель,9357,visitor,,N.Masc.Anim,B2,"Golosa, LM",2,посетители,Nom.Plur,Посетители выставки оценили талант художника.,Visitors of the exhibition appreciated the talent of the artist.,,_,"общение, магазин",,
посетитель,9358,visitor,,N.Masc.Anim,B2,"Golosa, LM",3,посетителями,Ins.Plur,Студия художника всегда была переполнена посетителями.,The artist's studio has always been crowded with visitors.,,_,"общение, магазин",,
портиться,9359,spoil,,V,B2,LM,1,портиться,Imperf.Inf,К вечеру погода начала портиться.,The weather started turning bad as evening approached.,,_,"еда, погода",,
портиться,9360,spoil,,V,B2,LM,2,портится,Imperf.Sing.3,"Этот салат нужно съесть сегодня, он быстро портится.","This salad needs to be eaten today, it goes bad quickly.",,_,"еда, погода",,
поругаться,9361,argue,,V,B2,LM,1,поругались,Perf.Plur.Past,Вчера мы с отцом снова сильно поругались.,"Yesterday, my father and I had a big fight again.",,_,общение,,
послушный,9362,obedient,,A,B2,LM,1,послушным,Ins.Neut.Sing,После регулярных занятий спортом моё тело стало послушным.,"After regular exercise, my body got into shape.",,_,"общение, внутренний мир",,
послушный,9363,obedient,,A,B2,LM,2,послушными,Ins.Plur,Мы с братом никогда не были послушными детьми.,My brother and I were never obedient as children.,,_,"общение, внутренний мир",,
послушный,9364,obedient,,A,B2,LM,3,послушные,Nom.Plur,Послушные дети реже становятся лидерами.,Obedient children are less likely to become leaders.,,_,"общение, внутренний мир",,
порывать,9365,quit,,V,B2,LM,1,порывать,Imperf.Inf,"Как вылечить наркомана, если он не хочет порывать с наркотиками?",How can you cure a drug addict if he does not want to part with his drugs?,,_,"общение, внутренний мир, здоровье",,
порывать,9366,quit,,V,B2,LM,2,порывает,Imperf.Sing.3,В конце книги барон навсегда порывает с темным прошлым и занимается благотворительностью.,At the end of the book the baron departs from his dark past forever and does charity work.,,_,"общение, внутренний мир, здоровье",,
порываться,9367,strive,,V,B2,LM,1,порывалась,Imperf.Fem.Sing.Past,"Пока были силы, Клавдия Семёновна порывалась встать и пойти куда-нибудь","For as long as her strength held out, Klavdia Semyonovna kept trying to get up and go somewhere.",,_,"общение, внутренний мир, здоровье",,
посадить,9368,settle,,V,B2,LM,1,посадили,Perf.Plur.Past,Малыша посадили на стульчик.,The baby was put in a high chair.,,_,"люди, животные/растения",,
посадить,9369,settle,,V,B2,LM,2,посадить,Perf.Inf,Высокие растения можно посадить вдоль забора.,Tall plants can be planted along the fence.,,_,"люди, животные/растения",,
посадить,9370,settle,,V,B2,LM,3,посадил,Perf.Masc.Sing.Past,За свою жизнь Прокофий посадил множество деревьев и вырастил трёх сыновей.,"During his life, Prokofy planted many trees and raised three sons.",,_,"люди, животные/растения",,
посвящать,9371,dedicate,,V,B2,LM,1,посвящать,Imperf.Inf,Андрей не хотел посвящать друзей в свои дела.,Andrey did not want to share his affairs with his friends. ,,_,"общение, внутренний мир",,
посвящать,9372,dedicate,,A,B2,LM,2,посвящающий,Imperf.PresentActiveParticiple.Nom.Masc.Sing,"Поэт, посвящающий стихи любимой женщине, очень романтичен.",A poet dedicating poetry to a woman he loves is very romantic.,,_,"общение, внутренний мир",,
посвящать,9373,dedicate,,V,B2,LM,3,посвящают,Imperf.Plur.3,Некоторые люди посвящают всю жизнь служению богу. ,Some people devote their whole lives to the service of God.,,_,"общение, внутренний мир",,
посинеть,9374,become blue,,A,B2,LM,1,посиневшие,Nom.Plur,Посиневшие губы детей дрожали от холода.,The blue lips of the children trembled from the cold.,,_,здоровье,,
последить,9375,follow,,V,B2,LM,1,последит,Perf.Sing.3,"Настя последит за собакой, пока нас нет.",Nastya will take care of the dog while we are gone.,,_,свободное время,,
постоянный,9376,constant,,A,B2,LM,1,постоянного,Gen.Neut.Sing,От постоянного переутомления у Юли часто болит голова.,Julia often gets headaches because of constant exhaustion.,,_,время,,
постоянный,9377,constant,,A,B2,LM,2,постоянный,Nom.Masc.Sing,Наш постоянный клиент сегодня не пришёл. ,Our regular customer did not come today.,,_,время,,
постоянный,9378,constant,,A,B2,LM,3,постоянное,Inan.Acc.Neut.Sing,"Если вы сменили постоянное место жительства, обратитесь в паспортный стол своего города.","If you have changed your permanent place of residence, contact the registration office in your city.",,_,время,,
посолить,9379,salt,,V,B2,LM,1,посолить,Perf.Inf,Перед обжариванием мясо нужно посолить.,The meat must be salted before frying.,,_,еда,,
посолить,9380,salt,,V,B2,LM,2,посолю,Perf.Sing.1,Я посолю суп в конце приготовления.,I will salt the soup when it is done cooking.,,_,еда,,
посолить,9381,salt,,V,B2,LM,3,посолила,Perf.Fem.Sing.Past,"Соль не нужна, я уже посолила овощи.","Salt is not needed, I have already salted the vegetables.",,_,еда,,
поступок,9382,act,,N.Masc.Inan,B2,LM,1,поступок,Nom.Sing,Поступок героя удивил всех.,The hero’s deed surprised everyone.,,_,"люди, описание",,
поступок,9383,act,,N.Masc.Inan,B2,LM,2,поступки,Acc.Plur,Мы всегда должны отвечать за свои поступки.,We must always be responsible for our actions.,,_,"люди, описание",,
поступок,9384,act,,N.Masc.Inan,B2,LM,3,поступков,Gen.Plur,Мне непонятны мотивы твоих поступков. ,I don’t understand the motives for your actions.,,_,"люди, описание",,
посочувствовать,9385,sympathize,,V,B2,LM,1,посочувствовав,Perf.Gerund,"Посочувствовав девушке, шофёр помог ей выгрузить тяжёлые сумки.","Feeling sorry for the girl, the driver helped her unload the heavy bags.",,_,внутренний мир,,
посуда,9386,dishes,,N.Fem.Inan,B2,LM,1,посуду,Acc.Sing,Мой сын всегда моет за собой посуду.,My son always washes his dishes.,,_,"еда, жильё",,
посуда,9387,dishes,,N.Fem.Inan,B2,LM,2,посуда,Nom.Sing,Дорогая посуда -- показатель богатства хозяев.,Expensive dishes are a sign of wealthy owners.,,_,"еда, жильё",,
посуда,9388,dishes,,N.Fem.Inan,B2,LM,3,посуды,Gen.Sing,"В новом доме не было ни мебели, ни посуды.",There was no furniture or utensils in the new house.,,_,"еда, жильё",,
посылка,9389,package,,N.Fem.Inan,B2,"Golosa, LM",1,посылку,Acc.Sing,Анастасия отправила тебе посылку из Германии.,Anastasia sent you a parcel from Germany.,,_,транспорт,,
посылка,9390,package,,N.Fem.Inan,B2,"Golosa, LM",2,посылки,Gen.Sing,"Алексею не прислали ничего, кроме одной посылки. ","Nothing was sent to Alexey, except for one package.",,_,транспорт,,
посылка,9391,package,,N.Fem.Inan,B2,"Golosa, LM",3,посылок,Gen.Plur,На день рождения друзья прислали Тане много посылок с игрушками.,Friends sent Tanya many packages with toys on her birthday.,,_,транспорт,,
поспешить,9392,hurry,,V,B2,LM,1,поспешили,Perf.Plur.Past,После скандала журналисты поспешили найти всех участников событий.,After the scandal journalists hastened to find all the participants in the events.,,_,"внутренний мир, люди",,
поспешить,9393,hurry,,V,B2,LM,2,поспешил,Perf.Masc.Sing.Past,Старик увидел тучи и поспешил домой.,The old man saw the clouds and hurried home.,,_,"внутренний мир, люди",,
поспешить,9394,hurry,,V,B2,LM,3,поспешишь,Perf.Sing.2,Поспешишь -- людей насмешишь.,Haste makes waste.,,_,"внутренний мир, люди",,
потенциальный,9395,potential,,A,B2,LM,1,потенциальных,Gen.Plur,Инвесторы стремятся избавиться от потенциальных угроз своим вложениям.,Investors try to avoid potential risks to their investments.,,_,"время, описание",,
потенциальный,9396,potential,,A,B2,LM,2,потенциальную,Acc.Fem.Sing,Перед занятиями спортом нужно оценить потенциальную опасность для здоровья.,"Before playing sports, you need to evaluate the potential health hazards.",,_,"время, описание",,
потенциальный,9397,potential,,A,B2,LM,3,потенциальными,Ins.Plur,На встрече с потенциальными клиентами Чиркаева рассказала о новом здании. ,At a meeting with potential customers Chirkaeva spoke about the new building.,,_,"время, описание",,
поспорить,9398,make a bet,,V,B2,"MiP, LM",1,поспорить,Perf.Inf,Кто же решится поспорить с опытным охотником!,Who would want to argue with an experienced hunter!,,_,общение,,
поспорить,9399,make a bet,,V,B2,"MiP, LM",2,поспорим,Perf.Plur.1,"Давай поспорим, что ты не успеешь вернуться до заката.",Let's bet you won't manage to come back before sunset.,,_,общение,,
поспорить,9400,make a bet,,V,B2,"MiP, LM",3,поспорят,Perf.Plur.3,Завтра команды России и Канады поспорят за первое место в чемпионате.,Russian and Canadian teams will compete for first place at the championship.,,_,общение,,
поссориться,9401,have an argument,,V,B2,"MiP, LM",1,поссорилась,Perf.Fem.Sing.Past,Перед свадьбой Катя поссорилась со всеми родственниками.,Katya argued with all her relatives before the wedding.,,_,общение,,
поссориться,9402,have an argument,,V,B2,"MiP, LM",2,поссориться,Perf.Inf,"Вижу, ты хочешь и со мной тоже поссориться?",I see you want to argue with me too?,,_,общение,,
поссориться,9403,have an argument,,V,B2,"MiP, LM",3,поссорились,Perf.Plur.Past,"Миша не поедет в путешествие с Маргаритой, они поссорились.","Misha will not go on the trip with Margarita, they've had a fight.",,_,общение,,
поток,9404,flow,,N.Masc.Inan,B2,LM,1,потока,Gen.Sing,Иван Прокофьевич вошёл в старый дом и остановился от потока воспоминаний.,Ivan Prokofievich entered his old house and was stopped by the flood of memories.,,_,погода,,
поток,9405,flow,,N.Masc.Inan,B2,LM,2,потоков,Gen.Plur,"Рустам стоит под дождём, не замечая потоков воды.",Rustam is standing in the rain not noticing the water pouring down on him.,,_,погода,,
поток,9406,flow,,N.Masc.Inan,B2,LM,3,потоки,Nom.Plur,Потоки людей наполняют метро каждое утро.,Streams of people fill the subway every morning.,,_,погода,,
потомок,9407,descendant,,N.Masc.Anim,B2,LM,1,потомков,Gen.Plur,Подвиги ветеранов навсегда останутся в памяти потомков.,The veterans' great achievements will forever remain in the memory of their descendants.,,_,люди,,
потомок,9408,descendant,,N.Masc.Anim,B2,LM,2,потомки,Nom.Plur,Потомки Рахманинова принимают участие в организации конкурсов имени великого композитора. ,Rachmaninov's descendants take part in organizing contests named after the great composer.,,_,люди,,
потомок,9409,descendant,,N.Masc.Anim,B2,LM,3,потомок,Nom.Sing,Мой коллега - потомок Чингисхана.,My colleague is a descendant of Genghis Khan.,,_,люди,,
постареть,9410,become old,,V,B2,LM,1,постарело,Perf.Neut.Sing.Past,Население страны сильно постарело за последние двадцать лет.,The population of the country has greatly aged over the past twenty years.,,_,"люди, мера, время",,
постареть,9411,become old,,V,B2,LM,2,постарел,Perf.Masc.Sing.Past,"Нас потрясло, как постарел наш учитель. ",We were shocked by how much our teacher had aged.,,_,"люди, мера, время",,
постареть,9412,become old,,A,B2,LM,3,постаревшая,Perf.PastActiveParticiple.Nom.Fem.Sing,Постаревшая актриса вновь вышла на сцену. ,The elderly actress took to the stage again.,,_,"люди, мера, время",,
потребитель,9413,consumer,,N.Masc.Anim,B2,LM,1,потребителей,Gen.Plur,"Приняты поправки в закон ""о защите прав потребителей"".",The amendments on the Consumer Protection Act have been adopted.,,_,"магазин, люди",,
потребитель,9414,consumer,,N.Masc.Anim,B2,LM,2,потребителя,Gen.Sing,Станет ли жильё доступнее для российского потребителя?,Will housing become more affordable for the Russian consumer?,,_,"магазин, люди",,
потребитель,9415,consumer,,N.Masc.Anim,B2,LM,3,потребитель,Nom.Sing,"Потребитель сам определяет, какие продукты ему нужны.",The consumer himself determines what products he needs.,,_,"магазин, люди",,
потребительский,9416,consumer,,A,B2,LM,1,потребительских,Gen.Plur,Банки развивают рынок потребительских кредитов. ,Banks are developing the personal loans market.,,_,магазин,,
потребительский,9417,consumer,,A,B2,LM,2,потребительские,Nom.Plur,Предприятие совершенствует потребительские свойства товара.,The company is improving the consumer properties of its goods.,,_,магазин,,
потребительский,9418,consumer,,A,B2,LM,3,потребительской,Gen.Fem.Sing,Расходы на обогрев занимают до десяти процентов потребительской корзины.,Spending on heating accoutns for up to ten percent of the consumer basket.,,_,магазин,,
потребность,9419,need,,N.Fem.Inan,B2,LM,1,потребность,Nom.Sing,Голод - это потребность организма в пище.,Hunger is the body's need for food.,,_,"внутренний мир, здоровье, люди",,
потребность,9420,need,,N.Fem.Inan,B2,LM,2,потребностей,Gen.Plur,У меня мало потребностей.,I have few needs.,,_,"внутренний мир, здоровье, люди",,
потребность,9421,need,,N.Fem.Inan,B2,LM,3,потребности,Gen.Sing,У разных народов России нет потребности во вражде.,The various nationalities that live in Russia have no need for hostility.,,_,"внутренний мир, здоровье, люди",,
постучать,9422,knock,,V,B2,LM,1,постучали,Perf.Plur.Past,Утром в запертую дверь постучали.,In the morning there was a knock on the locked door.,,_,"общение, жильё",,
постучать,9423,knock,,V,B2,LM,2,постучал,Perf.Masc.Sing.Past,"Виктор постучал, прежде чем войти.",Victor knocked before entering.,,_,"общение, жильё",,
постучать,9424,knock,,V,B2,LM,3,постучите,Perf.Imper.Plur.2,"Приезжайте в офис, постучите в двадцать третий кабинет, спросите Ларису Витальевну.","Come to the office, knock on room twenty-three, ask for Larisa Vitalievna.",,_,"общение, жильё",,
потемнеть,9425,become darker,,V,B2,LM,1,потемнело,Perf.Neut.Sing.Past,От резкого движения у мамы потемнело в глазах.,Mother almost fainted when she made a sudden movement.,,_,"здоровье, описание",,
потемнеть,9426,become darker,,A,B2,LM,2,потемневшими,Perf.PastActiveParticiple.Ins.Plur,Путешественники вошли в старую церковь с потемневшими от времени иконами.,The travelers went into an old church with time-stained icons.,,_,"здоровье, описание",,
потемнеть,9427,become darker,,A,B2,LM,3,потемневший,Perf.PastActiveParticiple.Nom.Masc.Sing,В углу стоял потемневший от времени сундук. ,There was a time-stained chest in the corner.,,_,"здоровье, описание",,
потеплеть,9428,become warmer,,V,B2,LM,1,потеплеет,Perf.Sing.3,На севере Хабаровского края завтра немного потеплеет.,It will get a little warmer tomorrow in the north of the Khabarovsk region.,,_,погода,,
потеплеть,9429,become warmer,,V,B2,LM,2,потеплело,Perf.Neut.Sing.Past,К утру в квартире потеплело. ,It warmed up in the apartment by morning.,,_,погода,,
потирать,9430,rub,,V,B2,LM,1,потирая,Imperf.Gerund,"Денис сел за стол, потирая руки в предвкушении обеда.","Denis sat at the table, rubbing his hands in anticipation of dinner.",,_,погода,,
потирать,9431,rub,,V,B2,LM,2,потирал,Imperf.Masc.Sing.Past,Олег недовольно потирал ушибленное плечо.,Oleg was rubbing his bruised shoulder with discontent.,,_,"здоровье, общение",,
потирать,9432,rub,,V,B2,LM,3,потираешь,Imperf.Sing.2,"Ты уже знаешь, что победишь, и потираешь руки.","You already know that you will win, and you're rubbing your hands.",,_,"здоровье, общение",,
поторопиться,9433,hurry,,V,B2,LM,1,поторопиться,Perf.Inf,"Нам нужно поторопиться, иначе опоздаем на поезд.","We need to hurry, otherwise we'll be late for the train.",,_,"время, люди",,
поторопиться,9434,hurry,,V,B2,LM,2,поторопился,Perf.Masc.Sing.Past,"Станислав был очень молод и поторопился с женитьбой, о чем потом часто жалел.","Stanislav was very young and rushed to get married, which he often regretted later.",,_,"время, люди",,
поторопиться,9435,hurry,,V,B2,LM,3,поторопились,Perf.Plur.Past,"Увидев солнце, мы поторопились на улицу. ",We saw the sun and hurried outside.,,_,"время, люди",,
потребоваться,9436,require,,V,B2,LM,1,потребуется,Perf.Sing.3,Для салата вам потребуется варёная свёкла.,You will need boiled beets for thе salad.,,_,"еда, описание",,
потребоваться,9437,require,,V,B2,LM,2,потребовалось,Perf.Neut.Sing.Past,На реконструкцию здания потребовалось девять месяцев и 20 миллионов рублей.,The reconstruction of the building took nine months and 20 million rubles.,,_,"еда, описание",,
потребоваться,9438,require,,V,B2,LM,3,потребовались,Perf.Plur.Past,Для составления проекта директору потребовались грамотные специалисты.,The manager needed competent specialists to draft the project.,,_,"еда, описание",,
поход,9439,hike,,N.Masc.Inan,B2,"Golosa, LM",1,походов,Gen.Plur,Идея Крестовых походов возникла в западном христианстве.,The concept of the Crusades first appeared in Western Christianity.,,_,свободное время,,
